Iteration,Best_Fitness,Stagnation_Counter,Total_Load_Shed,Gen_Deviation_Sum,Gen_Rescheduling_Cost,Num_Line_Violations,Max_Line_Violation_Pct,Prob_OOA,Prob_KHA,Prob_SHO,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14
0,14964196.979605641,0,8.621999101904176,63.42144954212546,528.9348891813263,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,198.97827567798518,88.69972522011064,-210.3933908576772,-1.291458302831014,-0.9545019784566261,-10.621441739821314,0.0,0.0,-28.213620939063944,-8.286629214079973,-3.183853424268988,-6.1,-5.191767310763544,-13.441337131133219
1,14020867.055507526,0,7.786760651999734,62.34054381494248,519.9201354166203,0,0.0,0.3349358974358974,0.3483974358974359,0.31666666666666665,199.93634776652888,88.57689158147136,-209.79228964093954,-1.3534831442337147,-0.9356801163345414,-10.583300498431456,0.0,0.0,-29.06469728305342,-8.354569722408877,-3.5,-6.0600418546964745,-5.198790232262748,-13.670386855639478
2,13956299.707623232,0,7.722451521865355,62.33796165897854,519.8986002358811,0,0.0,0.34318910256410257,0.3559775641025641,0.3008333333333333,199.96979340957807,88.60775506855661,-209.7945127158913,-1.352602768332322,-1.0,-10.58159413905211,0.0,0.0,-29.0616305871602,-8.350184604618315,-3.496096805382592,-6.064015042981765,-5.203412098134815,-13.673499716581215
3,13956299.707623232,1,7.722451521865355,62.33796165897854,519.8986002358811,0,0.0,0.34793047388217846,0.36627785945115493,0.28579166666666667,199.96979340957807,88.60775506855661,-209.7945127158913,-1.352602768332322,-1.0,-10.58159413905211,0.0,0.0,-29.0616305871602,-8.350184604618315,-3.496096805382592,-6.064015042981765,-5.203412098134815,-13.673499716581215
4,13398811.84238742,0,7.095952982069368,63.02806264913801,525.654042493811,0,0.0,0.35213888845967445,0.37635902820699224,0.2715020833333333,199.9379921843963,89.26605483353431,-210.32517387795815,-1.3398751081396176,-1.0,-10.654905581852578,0.0,0.0,-28.934246695106136,-8.399471400966076,-3.4962219354797974,-6.068954526782924,-5.238934969057372,-13.746262922587968
5,13162442.450122403,0,6.502919040455611,66.59467819705176,555.3996161634117,0,0.0,0.35967645270721094,0.3823965681261224,0.2579269791666666,198.4512013812463,91.34587957829807,-210.28676382082313,-1.3442917964538865,-1.0,-11.2,0.0,0.0,-28.950718262747163,-8.9194302468349,-3.5,-6.041999292833527,-5.036214214465677,-13.5176633253861
6,12250835.84811418,0,5.303916377318804,69.46861473970682,579.3682469291549,0,0.0,0.3640297552011162,0.3909396145905505,0.24503063020833332,197.6137344414872,93.38234918119402,-210.2364198306996,-1.3804046101328176,-1.0,-10.886236438984595,0.0,0.0,-29.5,-8.76144541925764,-3.5,-6.1,-5.333856002853445,-14.297721320753098
7,12250835.84811418,1,5.303916377318804,69.46861473970682,579.3682469291549,0,0.0,0.3681625613891872,0.39905833991289613,0.23277909869791666,197.6137344414872,93.38234918119402,-210.2364198306996,-1.3804046101328176,-1.0,-10.886236438984595,0.0,0.0,-29.5,-8.76144541925764,-3.5,-6.1,-5.333856002853445,-14.297721320753098
8,12128705.36822109,0,5.202392571262208,69.26255001992163,577.6496671661464,0,0.0,0.37231082429717144,0.4065490319398077,0.22114014376302082,197.76752870440808,93.33007872432971,-210.16383825538858,-1.3798166448486304,-0.9993668222720601,-10.886403536968922,0.0,0.0,-29.446632655833564,-9.0,-3.497784290734324,-6.095213254143382,-5.334221184295266,-14.294330784253047
9,11828398.888132103,0,5.028407663415925,67.99934473262671,567.1145350701067,0,0.0,0.37861975438140655,0.4112971090437237,0.2100831365748698,198.48612380197866,92.78546853460537,-210.09173446035052,-1.3807769190284838,-0.9994487317458924,-10.898812647609704,0.0,0.0,-29.4883900069641,-9.0,-3.4978680915206817,-6.099916315165896,-5.5,-14.314645164198781
10,11105393.63229842,0,4.517187637343309,65.88150959776107,549.4517900453272,0,0.0,0.388194513788773,0.41222650646510073,0.19957897974612632,199.80065138244782,91.98216098020889,-210.0168293428163,-1.4,-1.0,-10.869443011204998,0.0,0.0,-29.5,-9.0,-3.4965400086353866,-6.1,-5.5,-14.9
11,11105393.63229842,1,4.517187637343309,65.88150959776107,549.4517900453272,0,0.0,0.4003204370938499,0.4100795321473301,0.18960003075881998,199.80065138244782,91.98216098020889,-210.0168293428163,-1.4,-1.0,-10.869443011204998,0.0,0.0,-29.5,-9.0,-3.4965400086353866,-6.1,-5.5,-14.9
