0.636,-0.2061,0.1274,0.0233,-0.119,-0.0321,-0.0681,-0.032,-0.0228,-0.0178,-0.0228,0.001,0.001,-0.0017,-0.0039,-0.0069,-0.0145,-0.0087,-0.0116,-0.0132,-0.0174,-0.0173,-0.009,-0.0158,-0.0213,-0.0213,-0.0247,-0.0313,-0.0247,-0.0247
0.3307,0.1727,-0.1607,-0.0566,0.0857,-0.0012,0.0348,-0.0014,-0.0106,-0.0155,-0.0106,-0.0343,-0.0343,-0.0316,-0.0295,-0.0265,-0.0188,-0.0246,-0.0217,-0.0202,-0.0159,-0.016,-0.0244,-0.0176,-0.0121,-0.0121,-0.0086,-0.002,-0.0086,-0.0086
0.2069,0.2828,-0.0377,-0.0877,0.1422,0.0018,0.0599,0.0016,-0.0133,-0.0213,-0.0133,-0.0517,-0.0517,-0.0473,-0.0439,-0.039,-0.0267,-0.036,-0.0313,-0.0288,-0.0219,-0.0221,-0.0356,-0.0246,-0.0158,-0.0158,-0.0101,0.0005,-0.0101,-0.0101
0.2973,0.1394,0.8059,-0.09,0.0524,-0.0346,0.0014,-0.0347,-0.0439,-0.0488,-0.0439,-0.0676,-0.0676,-0.0649,-0.0628,-0.0598,-0.0522,-0.0579,-0.055,-0.0535,-0.0492,-0.0493,-0.0577,-0.0509,-0.0454,-0.0454,-0.0419,-0.0354,-0.0419,-0.0419
0.1382,0.1634,0.0569,0.0402,-0.4202,-0.0044,-0.1766,-0.0043,0.0031,0.0071,0.0031,0.0222,0.0222,0.0201,0.0184,0.0159,0.0098,0.0144,0.0121,0.0109,0.0074,0.0075,0.0142,0.0088,0.0043,0.0043,0.0015,-0.0038,0.0015,0.0015
0.2576,0.3144,0.0749,0.0375,0.1256,-0.0628,0.0152,-0.0626,-0.0459,-0.037,-0.0459,-0.0029,-0.0029,-0.0078,-0.0117,-0.0172,-0.0309,-0.0205,-0.0258,-0.0285,-0.0363,-0.0361,-0.0209,-0.0333,-0.0432,-0.0432,-0.0495,-0.0614,-0.0495,-0.0495
0.2291,0.1521,0.477,0.5277,-0.0616,-0.2751,-0.1867,-0.2731,-0.1398,-0.0682,-0.1398,0.2043,0.2043,0.165,0.1343,0.0904,-0.0198,0.0635,0.0216,-0.0005,-0.0626,-0.0608,0.0604,-0.0384,-0.1178,-0.1178,-0.1681,-0.2635,-0.1681,-0.1681
-0.1048,-0.1301,-0.0235,-0.0069,-0.5465,0.0377,0.2099,0.0376,0.0302,0.0262,0.0302,0.0111,0.0111,0.0133,0.015,0.0174,0.0235,0.0189,0.0212,0.0225,0.0259,0.0258,0.0191,0.0246,0.029,0.029,0.0318,0.0371,0.0318,0.0318
-0.0715,-0.0967,0.0098,0.0264,-0.5131,0.0711,-0.7567,0.071,0.0635,0.0596,0.0635,0.0444,0.0444,0.0466,0.0483,0.0508,0.0569,0.0522,0.0546,0.0558,0.0593,0.0592,0.0524,0.0579,0.0623,0.0623,0.0651,0.0704,0.0651,0.0651
0.0649,0.0651,0.0643,0.0642,0.0657,0.0662,0.066,-0.7934,0.053,0.0461,0.053,0.0498,0.0498,0.047,0.0448,0.0482,0.0467,0.0453,0.0455,0.0456,0.0413,0.0398,0.0346,0.0209,-0.0304,-0.0304,-0.063,-0.1247,-0.063,-0.063
0.2049,0.2074,0.1965,0.1948,0.2146,0.2218,0.2188,0.2191,-0.3964,-0.1945,-0.3964,-0.0017,-0.0017,-0.0224,-0.0385,-0.0823,-0.1603,-0.093,-0.1253,-0.1423,-0.175,-0.1689,-0.0612,-0.0916,0.0135,0.0135,0.0801,0.2064,0.0801,0.0801
0.104,0.1054,0.0992,0.0982,0.1096,0.1136,0.1119,0.1121,-0.0421,-0.1244,-0.0421,-0.0142,-0.0142,-0.026,-0.0352,-0.0603,-0.1048,-0.0664,-0.0849,-0.0946,-0.1133,-0.1098,-0.0482,-0.0656,-0.0055,-0.0055,0.0326,0.1049,0.0326,0.0326
0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,-0.9667,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333
0.1382,0.1408,0.1299,0.1282,0.1479,0.1551,0.1521,0.1524,0.5369,-0.2612,0.5369,-0.0684,-0.0684,-0.089,-0.1051,-0.149,-0.2269,-0.1597,-0.192,-0.209,-0.2417,-0.2355,-0.1279,-0.1583,-0.0532,-0.0532,0.0134,0.1398,0.0134,0.0134
0.2418,0.2368,0.258,0.2613,0.2229,0.209,0.2147,0.2066,0.0493,-0.0352,0.0493,-0.3569,-0.3569,-0.3105,-0.2743,-0.2225,-0.0924,-0.1907,-0.1412,-0.1152,-0.0419,-0.044,-0.187,-0.0704,0.0233,0.0233,0.0826,0.1953,0.0826,0.0826
-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,0.9667,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333,-0.0333
0.0422,0.0416,0.0441,0.0445,0.0399,0.0382,0.0389,0.0377,0.0214,0.0125,0.0214,0.091,0.091,-0.4526,-0.0965,0.0582,0.0265,-0.0583,-0.0358,-0.0239,0.0072,0.0056,-0.0618,-0.0154,0.0026,0.0026,0.014,0.0356,0.014,0.014
0.0963,0.0942,0.1032,0.1046,0.0883,0.0823,0.0848,0.0808,0.0237,-0.0072,0.0237,0.2667,0.2667,-0.1011,-0.3881,0.1523,0.0414,-0.2549,-0.1761,-0.1347,-0.0257,-0.0316,-0.2669,-0.1049,-0.0421,-0.0421,-0.0023,0.0732,-0.0023,-0.0023
0.0367,0.0344,0.044,0.0455,0.0281,0.0218,0.0244,0.0214,-0.0626,-0.1072,-0.0626,0.2187,0.2187,0.1765,0.1436,-0.4996,-0.227,0.0559,0.004,-0.0233,-0.09,-0.0846,0.0749,-0.0168,-0.0039,-0.0039,0.0043,0.0199,0.0043,0.0043
0.0088,0.0082,0.0108,0.0112,0.0065,0.0048,0.0055,0.0044,-0.0119,-0.0208,-0.0119,0.0576,0.0576,0.514,-0.1298,0.0249,-0.0069,-0.0917,-0.0691,-0.0573,-0.0261,-0.0278,-0.0951,-0.0487,-0.0308,-0.0308,-0.0194,0.0022,-0.0194,-0.0194
0.0033,0.0011,0.0107,0.0122,-0.0053,-0.0116,-0.009,-0.0119,-0.0959,-0.1405,-0.0959,0.1854,0.1854,0.1432,0.1102,0.4671,-0.2603,0.0225,-0.0293,-0.0566,-0.1234,-0.118,0.0416,-0.0501,-0.0372,-0.0372,-0.029,-0.0135,-0.029,-0.029
0.0361,0.0348,0.0403,0.0411,0.0313,0.0277,0.0292,0.0278,-0.0243,-0.0517,-0.0243,0.1391,0.1391,0.1838,0.2186,0.0594,-0.0178,-0.5262,-0.3753,-0.2958,-0.0348,-0.0295,0.1411,0.0374,0.0342,0.0342,0.0321,0.0282,0.0321,0.0321
0.0028,0.0015,0.0069,0.0078,-0.0021,-0.0056,-0.0041,-0.0055,-0.0576,-0.0851,-0.0576,0.1058,0.1058,0.1504,0.1853,0.026,-0.0512,0.4405,-0.4086,-0.3292,-0.0682,-0.0628,0.1077,0.0041,0.0008,0.0008,-0.0012,-0.0052,-0.0012,-0.0012
-0.0305,-0.0318,-0.0264,-0.0255,-0.0354,-0.039,-0.0375,-0.0389,-0.0909,-0.1184,-0.0909,0.0725,0.0725,0.1171,0.1519,-0.0073,-0.0845,0.4072,0.5581,-0.3625,-0.1015,-0.0962,0.0744,-0.0292,-0.0325,-0.0325,-0.0346,-0.0385,-0.0346,-0.0346
0.0639,0.0652,0.0597,0.0589,0.0687,0.0723,0.0708,0.0722,0.1243,0.1517,0.1243,-0.0391,-0.0391,-0.0838,-0.1186,0.0406,0.1178,-0.3738,-0.5247,-0.6042,0.1348,0.1295,-0.0411,0.0626,0.0658,0.0658,0.0679,0.0718,0.0679,0.0679
0.03,0.0323,0.0227,0.0212,0.0386,0.0449,0.0423,0.0452,0.1292,0.1738,0.1292,-0.152,-0.152,-0.1098,-0.0769,-0.4337,-0.7064,0.0108,0.0627,0.0899,0.1567,0.1513,-0.0083,0.0835,0.0705,0.0705,0.0623,0.0468,0.0623,0.0623
0.0725,0.0728,0.0716,0.0714,0.0737,0.0745,0.0742,0.0718,0.1287,0.1573,0.1287,0.0486,0.0486,0.0305,0.0164,0.094,0.138,0.0657,0.0948,0.1102,-0.5021,-0.3948,-0.0934,-0.2401,-0.1347,-0.1347,-0.0678,0.0591,-0.0678,-0.0678
