Iteration,Best_Fitness,Stagnation_Counter,Total_Load_Shed,Gen_Deviation_Sum,Gen_Rescheduling_Cost,Num_Line_Violations,Max_Line_Violation_Pct,Prob_OOA,Prob_KHA,Prob_SHO,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14
0,14118183.528565787,0,7.398488523961505,66.22695818420375,552.3328312562593,1,0.0024908656538741524,0.3333333333333333,0.3333333333333333,0.3333333333333333,198.18727664591736,90.71423483012111,-211.1288831537261,-1.3093660515698915,-0.908057983773091,-10.513767993074218,0.0,0.0,-27.430293974878516,-8.526008532120334,-3.2820679242016437,-5.7852211603700106,-5.389137645727162,-14.628707056597522
1,13982235.227556044,0,7.390277446354214,65.91902784732606,549.7646922466994,0,0.0,0.31666666666666665,0.3494791666666667,0.3338541666666667,198.34534735315987,90.56437520048593,-211.01519375738812,-1.3057706916383405,-0.831699662508884,-10.701140257560285,0.0,0.0,-27.463783845859815,-8.544572656674585,-3.293103130511705,-5.789270600623512,-5.380570733132699,-14.584617217747828
2,13982235.227556044,1,7.390277446354214,65.91902784732606,549.7646922466994,0,0.0,0.3185903426791277,0.34976221767912774,0.3316474396417446,198.34534735315987,90.56437520048593,-211.01519375738812,-1.3057706916383405,-0.831699662508884,-10.701140257560285,0.0,0.0,-27.463783845859815,-8.544572656674585,-3.293103130511705,-5.789270600623512,-5.380570733132699,-14.584617217747828
3,13963263.214283075,0,7.371500165209084,65.9170805422882,549.7484517226836,0,0.0,0.3199646213036476,0.3516378782391805,0.32839750045717186,198.35570964625134,90.57279018853954,-211.01353443347668,-1.2880201470218302,-0.8700080537742032,-10.696973504644326,0.0,0.0,-27.468764944026226,-8.54547317627341,-3.2918850852336723,-5.789522220184797,-5.380869123530757,-14.583449146625004
4,13282786.377614114,0,6.775408699374095,65.07323377163053,542.7107696553986,0,0.0,0.31682353309560807,0.3597702700415072,0.3234061968628847,199.0756787644977,90.44891253612822,-209.9456040183573,-1.2671444985103115,-0.7661154123519085,-10.900183213521016,0.0,0.0,-29.5,-8.375935295466792,-3.283777382265854,-5.673165038433066,-5.341175589852444,-14.4714908518672
5,13062455.425274651,0,6.571493225551874,64.90908025549845,541.3417293308571,0,0.0,0.31222537320060423,0.3714954436902699,0.31627918310912595,199.25971325947484,90.46879351497329,-209.86270819071262,-1.2677278358588568,-0.7887307980724994,-11.2,0.0,0.0,-29.5,-8.361309674593267,-3.286458098767526,-5.663034510967819,-5.337769466195331,-14.460768199280192
6,12799924.756063601,0,6.312257950418059,64.8761264895605,541.0668949229346,0,0.0,0.31337966810782636,0.37955754820139087,0.3070627836907828,199.4058077800107,90.58193426957119,-209.84606687978734,-1.4,-0.7654604146173947,-11.2,0.0,0.0,-29.5,-8.35837358587388,-3.4611390403319513,-5.661000810814548,-5.337085687958977,-14.458615630197835
7,12761063.806395553,0,6.27339699075001,64.8761264895605,541.0668949229346,0,0.0,0.32239464417798186,0.3805989450116467,0.29700641081037144,199.42523825984472,90.60136474940522,-209.84606687978734,-1.4,-0.7654604146173947,-11.2,0.0,0.0,-29.5,-8.35837358587388,-3.5,-5.661000810814548,-5.337085687958977,-14.458615630197835
8,12324476.368754823,0,5.909672686306858,64.14750153431686,534.9901627962026,0,0.0,0.3339952104699743,0.37918847516437076,0.28681631436565497,199.97141288968814,90.418914424005,-210.28808752027965,-1.3970363312183458,-0.7436372826295151,-11.180296147136282,0.0,0.0,-29.5,-8.29222799151905,-3.485236748285964,-5.607934944987335,-5.460072984799573,-14.43579736283742
9,12324476.368754823,1,5.909672686306858,64.14750153431686,534.9901627962026,0,0.0,0.34859392038428955,0.37479395125060966,0.27661212836510074,199.97141288968814,90.418914424005,-210.28808752027965,-1.3970363312183458,-0.7436372826295151,-11.180296147136282,0.0,0.0,-29.5,-8.29222799151905,-3.485236748285964,-5.607934944987335,-5.460072984799573,-14.43579736283742
