Iteration,Best_Fitness,Stagnation_Counter,Total_Load_Shed,Gen_Deviation_Sum,Gen_Rescheduling_Cost,Num_Line_Violations,Max_Line_Violation_Pct,Prob_OOA,Prob_KHA,Prob_SHO,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,B_11,B_12,B_13,B_14
0,20233431.043056943,0,11.634785953215413,85.98573267740478,717.1210105295559,0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,186.1897406846899,98.47547336209468,-202.56521404678458,-1.4,-1.0,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
1,18034879.442700677,0,11.727211608290494,63.07615208899341,526.055108422205,0,0.0,0.33166666666666667,0.3516666666666666,0.31666666666666665,197.5983181513581,86.9744702403515,-207.94770918923598,-1.332918746867554,-0.9396068474537963,-10.50600709061476,0.0,0.0,-27.645730102856138,-8.237365192492543,-3.239579941831137,-5.575024333937375,-5.053460436138025,-14.095386510282186
2,14810947.580874743,0,8.205275848551633,66.0561661148057,550.9084253974795,0,0.0,0.3388595571095571,0.36030710955710954,0.3008333333333333,197.86927901832132,90.22544513312702,-209.64024608691662,-1.4,-0.946912411912778,-10.587624232705375,0.0,0.0,-29.041367896877368,-8.299031658852737,-3.264319863930212,-5.616720784274419,-5.0916349708645505,-14.206866245114297
3,12969433.466991687,0,5.4446353883190906,75.24735222380842,627.5629175465622,0,0.0,0.3486636883541296,0.3596539126178832,0.29168239902798726,194.65400619393623,96.20135841774464,-208.77940120384264,-1.4,-0.9759634078382594,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
4,12681902.33232004,0,5.311127036716298,73.70713743851118,614.7175262371833,0,0.0,0.362266426051973,0.35510702124460686,0.28262655270342024,195.49086776238627,95.49800520089745,-208.96628900860446,-1.3996451683222026,-0.9776028021639864,-11.2,0.0,0.0,-29.5,-8.945335984193038,-3.5,-6.1,-5.5,-14.9
5,11201530.621933287,0,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.3765633901407278,0.3497482309541845,0.27368837890508774,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
6,11201530.621933287,1,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.39200674381249934,0.34368466046607793,0.26430859572142273,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
7,11201530.621933287,2,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.40650760100666855,0.33796066489995896,0.25553173409337243,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
8,11201530.621933287,3,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.4194156866143383,0.33311790841325634,0.2474664049724054,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
9,11201530.621933287,4,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.4312330904769902,0.3291131632315874,0.23965374629142244,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
10,11201530.621933287,5,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.4417935977227379,0.3258882893233028,0.23231811295395932,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
11,11201530.621933287,6,4.356144640388668,68.45328791502499,570.9004212113084,0,0.0,0.4520693375846444,0.32260169117492277,0.22532897124043286,198.59528372229317,93.34857163731816,-209.913590718863,-1.4,-0.9302646407483292,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
12,11000088.813963287,0,4.353205640055824,66.18189187813124,551.9569782636145,1,0.0013538378135422135,0.4613652297017444,0.31981956534513833,0.21881520495311726,199.73245124090647,92.21434311903771,-210.02019201733543,-1.3023779745350403,-0.9242243680736909,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.5,-14.9
13,10967610.774986938,0,4.362478014448926,66.05077614190711,550.8634730235053,0,0.0,0.4724090329351989,0.31536824533494057,0.2122227217298605,199.79337292182197,92.14414906372907,-210.0223740434001,-1.295588362025172,-0.931356894936035,-11.2,0.0,0.0,-29.49586265141365,-8.99642175010551,-3.5,-6.09591828367059,-5.5,-14.9
14,10963497.74202061,0,4.358492887505993,66.04949709234043,550.8528057501192,0,0.0,0.4804545163535776,0.31381511204353335,0.205730371602889,199.79600501007678,92.14550210241721,-210.01939344353178,-1.2975536133829642,-0.9346339309238395,-11.199740086872188,0.0,0.0,-29.492132114844637,-9.0,-3.5,-6.0980539229385835,-5.5,-14.9
15,10963497.74202061,1,4.358492887505993,66.04949709234043,550.8528057501192,0,0.0,0.4857609302265753,0.31480235581652627,0.1994367139568985,199.79600501007678,92.14550210241721,-210.01939344353178,-1.2975536133829642,-0.9346339309238395,-11.199740086872188,0.0,0.0,-29.492132114844637,-9.0,-3.5,-6.0980539229385835,-5.5,-14.9
16,10963497.74202061,2,4.358492887505993,66.04949709234043,550.8528057501192,0,0.0,0.4905947306501318,0.31581239124524063,0.19359287810462755,199.79600501007678,92.14550210241721,-210.01939344353178,-1.2975536133829642,-0.9346339309238395,-11.199740086872188,0.0,0.0,-29.492132114844637,-9.0,-3.5,-6.0980539229385835,-5.5,-14.9
17,10963497.74202061,3,4.358492887505993,66.04949709234043,550.8528057501192,0,0.0,0.49497867902806864,0.3168785642691067,0.18814275670282468,199.79600501007678,92.14550210241721,-210.01939344353178,-1.2975536133829642,-0.9346339309238395,-11.199740086872188,0.0,0.0,-29.492132114844637,-9.0,-3.5,-6.0980539229385835,-5.5,-14.9
18,10952004.147465602,0,4.3470977502364825,66.04851272769504,550.8445961489766,0,0.0,0.49886976381349085,0.3180929544255475,0.1830372817609616,199.80219476103423,92.15070748872927,-210.01628751327988,-1.3211144415069298,-0.9380483744977235,-11.2,0.0,0.0,-29.49647338699974,-8.993135968641804,-3.4989261526310087,-6.093230493484382,-5.5,-14.895685918722041
19,10916589.811015949,0,4.335673532085706,65.80861334546711,548.8438353011957,0,0.0,0.5008031617450832,0.3212894398678593,0.17790739838705746,199.9278565612236,92.0364699066907,-210.01897200316728,-1.3305678182373781,-0.9455608119843335,-11.2,0.0,0.0,-29.5,-8.987655285095235,-3.5,-6.088937880596271,-5.5,-14.892632668833787
20,10916589.811015949,1,4.335673532085706,65.80861334546711,548.8438353011957,0,0.0,0.5045106790475917,0.3227241482260342,0.1727651727263742,199.9278565612236,92.0364699066907,-210.01897200316728,-1.3305678182373781,-0.9455608119843335,-11.2,0.0,0.0,-29.5,-8.987655285095235,-3.5,-6.088937880596271,-5.5,-14.892632668833787
21,10911706.264202692,0,4.3459964088266565,65.65383892559876,547.5530166394936,0,0.0,0.5081453272691195,0.32389630588414653,0.16795836684673401,200.0,91.95383892559876,-210.01984884258042,-1.35116783593561,-0.9343489850436003,-11.2,0.0,0.0,-29.5,-8.978985193606983,-3.5,-6.082246638602197,-5.5,-14.887406095404526
22,10911464.413428955,0,4.3459964088266565,65.65396242477968,547.5540466226626,0,0.0,0.5122579940954134,0.32445222682131364,0.16328977908327294,200.0,91.95396242477968,-210.01984884258042,-1.35116783593561,-0.9343489850436003,-11.2,0.0,0.0,-29.5,-8.978985193606983,-3.5,-6.082246638602197,-5.5,-14.887406095404526
23,10911464.413428955,1,4.3459964088266565,65.65396242477968,547.5540466226626,0,0.0,0.5170811852257508,0.3241204586952096,0.15879835607903958,200.0,91.95396242477968,-210.01984884258042,-1.35116783593561,-0.9343489850436003,-11.2,0.0,0.0,-29.5,-8.978985193606983,-3.5,-6.082246638602197,-5.5,-14.887406095404526
24,10896034.792570803,0,4.322167845699724,65.73812061278488,548.2559259106259,0,0.0,0.5214570185861824,0.32386488161613014,0.1546780997976875,199.96985577075768,92.00797638354256,-210.01680773627774,-1.3408276669998442,-0.9554235206648097,-11.2,0.0,0.0,-29.5,-9.0,-3.496731561395656,-6.0806615172459395,-5.5,-14.887380151716274
25,10893079.565703414,0,4.317723793912592,65.75300873781536,548.3800928733801,0,0.0,0.5248420758613139,0.32474099748005775,0.15041692665862835,199.964633734136,92.01764247195135,-210.015012162011,-1.3354609735873335,-0.959287880942981,-11.2,0.0,0.0,-29.5,-9.0,-3.4960727657263138,-6.091605964185094,-5.5,-14.88483645963467
26,10863940.851594176,0,4.284739943252365,65.7914598826427,548.7007754212401,0,0.0,0.528548513191592,0.3251388171210462,0.14631266968736184,199.96190008705247,92.05335996969517,-209.98698887244907,-1.3738565873414956,-0.989831693516583,-11.199981867827843,0.0,0.0,-29.492058522831616,-8.999982957814092,-3.5,-6.1,-5.5,-14.872559554966918
27,10853772.55511076,0,4.274571636768949,65.7914598826427,548.7007754212401,0,0.0,0.5326070834112878,0.3253320377998512,0.14206087878886092,199.96698424029418,92.05844412293688,-209.98698887244907,-1.3738565873414956,-1.0,-11.199981867827843,0.0,0.0,-29.492058522831616,-8.999982957814092,-3.5,-6.1,-5.5,-14.872559554966918
28,10840290.801281262,0,4.261553393385892,65.7868246168364,548.6621173044155,0,0.0,0.5370456947792682,0.3249992177241989,0.13795508749653285,199.97581099488886,92.06263561172526,-209.9837247332204,-1.4,-1.0,-11.2,0.0,0.0,-29.493513338436802,-9.0,-3.4917381667398195,-6.1,-5.5,-14.869470368217062
29,10840175.130468829,0,4.261648380540735,65.78471845472902,548.64455191244,0,0.0,0.5432292391983777,0.3229607937360102,0.13380996706561207,199.97681509458766,92.06153354931668,-209.98622136371458,-1.3919962670966344,-0.9956338248904539,-11.199996834134225,0.0,0.0,-29.5,-9.0,-3.4936590442237443,-6.099997961475498,-5.49980331024542,-14.8710430136787
30,10800870.626632772,0,4.222590566715698,65.78225127519511,548.6239756351272,0,0.0,0.54995105819978,0.32027842008674823,0.12977052171347186,199.99757907904458,92.07983035423969,-209.97925405630446,-1.4,-0.9984833907739739,-11.199997831632826,0.0,0.0,-29.49996132949442,-9.0,-3.5,-6.1,-5.499712825078617,-14.9
31,10800870.626632772,1,4.222590566715698,65.78225127519511,548.6239756351272,0,0.0,0.5571894374461948,0.31695608091590943,0.12585448163789587,199.99757907904458,92.07983035423969,-209.97925405630446,-1.4,-0.9984833907739739,-11.199997831632826,0.0,0.0,-29.49996132949442,-9.0,-3.5,-6.1,-5.499712825078617,-14.9
32,10800556.306859061,0,4.222355894297442,65.78145502585818,548.6173349156572,0,0.0,0.5639409671695933,0.31393323504568443,0.12212579778472232,199.9980945399222,92.07954956578037,-209.97979683428625,-1.3990813229159003,-1.0,-11.199997898634354,0.0,0.0,-29.499824827813857,-8.999999907871642,-3.499820705903128,-6.1,-5.499705146997856,-14.899417461279562
33,10800556.306859061,1,4.222355894297442,65.78145502585818,548.6173349156572,0,0.0,0.5710526962807589,0.3104511486419005,0.11849615507734056,199.9980945399222,92.07954956578037,-209.97979683428625,-1.3990813229159003,-1.0,-11.199997898634354,0.0,0.0,-29.499824827813857,-8.999999907871642,-3.499820705903128,-6.1,-5.499705146997856,-14.899417461279562
34,10800032.915988281,0,4.221827251887385,65.78150753970604,548.6177728811484,0,0.0,0.5777198332341251,0.30720028868973726,0.11507987807613765,199.99833260420328,92.07984014390932,-209.97976103725756,-1.3991419110588095,-0.9998999773281445,-11.199997894215501,0.0,0.0,-29.499833830306105,-8.999999913947645,-3.499832530619943,-6.1,-5.499705653378893,-14.9
35,10799405.744380748,0,4.2206123556430555,65.78738422059253,548.6667843997417,0,0.0,0.5843637683941041,0.30379803534103605,0.11183819626485988,199.9960017118822,92.08338593247473,-209.9795797873628,-1.4,-1.0,-11.2,0.0,0.0,-29.5,-9.0,-3.499807856994124,-6.1,-5.5,-14.9
36,10799405.744380748,1,4.2206123556430555,65.78738422059253,548.6667843997417,0,0.0,0.5908324456960634,0.30040802320356197,0.10875953110037473,199.9960017118822,92.08338593247473,-209.9795797873628,-1.4,-1.0,-11.2,0.0,0.0,-29.5,-9.0,-3.499807856994124,-6.1,-5.5,-14.9
37,10799405.744380748,2,4.2206123556430555,65.78738422059253,548.6667843997417,0,0.0,0.5968702648026802,0.29725088045678794,0.10587885474053194,199.9960017118822,92.08338593247473,-209.9795797873628,-1.4,-1.0,-11.2,0.0,0.0,-29.5,-9.0,-3.499807856994124,-6.1,-5.5,-14.9
38,10799123.143425977,0,4.220748032279304,65.78320179143739,548.6319029405879,0,0.0,0.6025122506589743,0.2943191675015889,0.1031685818394369,199.99802508814165,92.08122687957903,-209.97970878277005,-1.4,-0.9999288139432747,-11.199998501314832,0.0,0.0,-29.5,-8.999999938756607,-3.4998254171941725,-6.1,-5.499790513741751,-14.9
39,10798273.412440479,0,4.218242952578197,65.7840567435698,548.6390332413721,1,0.0003169708989389619,0.6080255795687266,0.29139951282403953,0.1005749076072339,199.998850151926,92.08290689549581,-209.98212546297907,-1.4,-0.9999543812379788,-11.199999039584924,0.0,0.0,-29.5,-8.999999960752879,-3.4998124497152885,-6.1,-5.499865753151651,-14.9
40,10797684.210213823,0,4.2183819962254585,65.78399458474013,548.6385148367326,1,0.00023293627116345307,0.6133604759698736,0.2885300301256509,0.09810949390447539,199.99881170951718,92.08280629425731,-209.9819191341053,-1.4,-1.0,-11.2,0.0,0.0,-29.5,-9.0,-3.4998402695512056,-6.1,-5.499858600118014,-14.9
41,10796862.653107641,0,4.218551488340527,65.78140542680781,548.6169212595771,1,7.883444923209026e-05,0.6189296024749378,0.28539015621719044,0.09568024130787173,200.0,92.0814054268078,-209.98160435092248,-1.4,-0.9999732673451559,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.499870893391825,-14.9
42,10796862.653107641,1,4.218551488340527,65.78140542680781,548.6169212595771,1,7.883444923209026e-05,0.6248601989423743,0.28187557679545994,0.09326422426216581,200.0,92.0814054268078,-209.98160435092248,-1.4,-0.9999732673451559,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.499870893391825,-14.9
43,10796862.653107641,2,4.218551488340527,65.78140542680781,548.6169212595771,1,7.883444923209026e-05,0.6303685686196973,0.2786203404212002,0.09101109095910256,200.0,92.0814054268078,-209.98160435092248,-1.4,-0.9999732673451559,-11.2,0.0,0.0,-29.5,-9.0,-3.5,-6.1,-5.499870893391825,-14.9
44,10796858.708904296,3,4.218554034139302,65.78143830958047,548.617195501901,1,8.232310714220147e-05,0.6353727532285971,0.27571752024263046,0.08890972652877245,200.0,92.08143830958046,-209.98160158924136,-1.4,-0.9999733000874048,-11.199999999717651,0.0,0.0,-29.5,-8.999999999988463,-3.5,-6.1,-5.499871076825803,-14.9
45,10796858.708904296,4,4.218554034139302,65.78143830958047,548.617195501901,1,8.232310714220147e-05,0.6402096444239196,0.2728659063882521,0.0869244491878283,200.0,92.08143830958046,-209.98160158924136,-1.4,-0.9999733000874048,-11.199999999717651,0.0,0.0,-29.5,-8.999999999988463,-3.5,-6.1,-5.499871076825803,-14.9
46,10796858.708904296,5,4.218554034139302,65.78143830958047,548.617195501901,1,8.232310714220147e-05,0.6446840523394686,0.2702316748556287,0.08508427280490267,200.0,92.08143830958046,-209.98160158924136,-1.4,-0.9999733000874048,-11.199999999717651,0.0,0.0,-29.5,-8.999999999988463,-3.5,-6.1,-5.499871076825803,-14.9
47,10796749.93686106,0,4.218467562761148,65.78152291445754,548.6179011065758,1,6.933321953965786e-05,0.6488251528559885,0.2678077754593838,0.08336707168462774,200.0,92.08152291445754,-209.9815324372644,-1.4,-1.0,-11.2,0.0,0.0,-29.5,-8.999999999974435,-3.5,-6.1,-5.5,-14.9
